"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"United States",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,180000,186000,189900,195000,199000,199900,199750,199000,199500,199000,197500,195000,194000,199000,2e+05,209900,214900,215000,215000,215000,214900,212900,209900,204875,209000,214900,219000,222490,227900,229000,229000,227500,229000,227500,225990,225000,225000,225000,229900,237000,239900,240000,239900,239649,239900,239900,238990,235000,234900,239900,246000,250000,255900,259000,258500,254900
"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,350000,359000,365000,369900,375000,369900,369000,360000,365000,365000,369900,369000,369000,372000,379500,389000,399000,399000,399000,398000,395994.5,399000,391900,394000,397500,398999,399000,399900,399800,409000,415850,408997.5,408000,410000,405000,399900,419000,419900,419000,429900,429900,430000,429999,425000,429000,429000,429000,427116,429000,437311,448000,449900,459900,465000,460000,449999
"Los Angeles-Long Beach-Anaheim, CA",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510000,5e+05,499000,499900,510000,529900,539900,549000,549900,549000,549800,542000,535000,5e+05,525000,545000,559000,575000,599000,599900,599000,599000,599000,599500,599000,599000,599000,6e+05,620000,628888,635000,640000,639900,638880,638000,639900,639900,630000,637047.5,643000,650000,674900,679800,670000,675000,675000
"Chicago, IL",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,190000,189000,199000,209900,219777,225000,229900,227710.5,225000,220900,219900,215000,204900,199900,213900,224900,229000,235000,238900,235000,234900,229900,229900,225000,219900,219900,229000,239500,247245,249900,250000,249900,246900,246000,245000,239900,238000,239000,249900,258900,264500,265000,269000,265000,259900
"Dallas-Fort Worth, TX",4,159900,159900,163990,165000,165000,167000,164900,165000,179000,173000,167000,159900,159900,159900,159900,160000,165000,169900,169900,164412,159500,159900,158500,154900,156990,159900,159000,159900,162000,165000,163000,159900,157990,159999,185000,188000,185990,189900,199000,201990,209000,209900,209000,207000,206000,207742.5,203500,209000,205900,210000,218900,224900,229900,224900,225000,232005,229900,234733.5,230000,243900,249000,254990,267534.5,267990,260072,259900,255000,258000,259900,264990,265000,274500,274990,269900,279000,279900,285000,285000,285000,285000,289000,299000,293900,294900,299000,3e+05,309929,315990,319900,319900,317990,314900
"Philadelphia, PA",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,199000,199900,209000,214000,219900,222000,215990,209900,209900,209900,205000,209900,199900,2e+05,214900,220000,224999,225000,219900,219000,219900,215000,210000,199999,199900,209900,219000,224900,229000,225500,223900,219900,219962,215000,214900,205888,199999,203900,215000,220000,225000,227500,224000,219500,219900,219900,214500,199900,199900,203900,219900,229000,234900,234000,234000,229000
"Houston, TX",6,154900,158900,159900,159990,159900,159900,159000,159900,171364,169900,169991,169000,166990,166490,165000,165000,167900,169900,169900,169000,159000,159900,155000,157990,159500,159900,162000,165000,165900,166900,165000,165000,165000,165000,178990,182305,183381,191950,197442.5,199900,202995,207900,208000,208000,210000,217990,212000,214900,215000,224088,228995,237950,239990,240880,242629,247990,250000,251000,258000,269900,277000,281990,287457.5,294000,285000,278488,289900,292997.5,292990,297000,297990,3e+05,3e+05,289000,291950,290000,289990,290000,289500,287288,285000,285899,279900,279325,279900,284990,289000,290000,291990,290499.5,289000,289000
"Washington, DC",7,261000,272500,280000,295000,289900,285000,283000,279000,292000,289990,284900,270000,260000,269000,274900,275000,285000,294900,275000,285950,285000,285000,276900,270000,274900,279500,289500,299900,315000,319900,314900,305000,299999,309000,339900,330000,330000,340949.5,350000,365000,375000,375000,374500,366000,369000,365000,359900,355000,349990,359900,370000,379900,389900,389900,385000,379900,379900,379900,375000,365942.5,359950,366000,379673,389000,390000,389900,370000,379900,384900,379990,375000,374900,378500,378900,389900,404992.5,409900,409000,399999,399000,399900,399900,399895,394990,390000,399500,414999.5,425000,425560,425000,424900,415000
"Miami-Fort Lauderdale, FL",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,250000,249950,250000,249900,250000,250000,258990,250000,255000,259000,259000,265000,265000,264900,274500,279989,275000,269000,270000,285000,289000,295000,295000,3e+05,305900,304900,308000,3e+05,319900,321428,325000,325000,329000,330000,332400,334999,333000,330000,335000,339000,340000,345900,349000,349000,349000
"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,176982.5,171500,179000,189900,198900,199900,205648,206900,2e+05,199900,198762.5,193000,185000,189900,194000,195000,199830,2e+05,205000,204900,209900,209900,209900,207000,208180,208990,207500,214900,220000,226995,229900,230000,229000,227999,229900,228000,225000,225000,228000,239900,249900,250000,252000,250844,250000
"Boston, MA",10,280000,309900,314900,317500,319000,319900,315000,310000,319900,319900,318250,299900,299900,305123,304900,310000,319900,319000,309000,3e+05,3e+05,299900,290000,280000,289900,290000,299900,315000,319900,319900,314900,3e+05,305000,309900,339900,329900,334450,340000,349900,359900,369900,374844,369900,359900,364999,369000,364999,359900,355000,374900,379000,388500,389900,389900,384900,379900,382500,386250,384900,379000,377500,379900,389900,399000,399900,399900,399500,394900,399000,399900,399900,399000,395000,399999,425000,435950,439900,439900,434500,428500,435000,439127.5,439900,435000,434900,449000,468000,475000,480000,479995,474900,465000
"San Francisco, CA",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,599000,599000,629000,644950,659000,685000,679000,669000,649950,650000,650000,629000,599000,599888,658000,698945,705000,735000,739000,725000,699500,710000,735000,734944,717800,699000,749000,774500,799000,799000,799000,779000,750000,775577.5,785000,765000,748000,749900,784000,799000,814995,825000,799880,795000,779900
"Detroit, MI",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,119900,115000,119725,125000,138900,145000,149900,149999,150000,149900,145000,134000,124900,129900,139800,141450,149000,150000,157000,156900,155000,155000,149900,149900,142900,139900,139900,149900,155000,165000,169900,169900,169900,168900,168900,163880,159900,155000,160000,170000,180000,189900,194900,190000,189900
"Riverside, CA",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,289000,289000,289900,295000,299900,3e+05,303387.5,3e+05,3e+05,299900,299900,299000,299000,3e+05,309900,314900,315000,319900,324000,321100,319999,320990,325000,328498,329000,329900,329900,334000,335000,339000,339900,340000,339000,335000,335900,339000,339900,339900,344000,348844,349500,350000,349950,349999,349900
"Phoenix, AZ",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224900,225000,225000,227000,232595,235000,239000,239900,236445,235000,239000,239900,235000,234000,239900,248000,250000,259000,260000,260000,254761.5,260000,262650,265000,267900,266500,268900,269000,269900,274336,274500,274998.5,271000,269900,269900,269900,269900,269900,270000,275000,278950,281990,284900,280000,279990,279900
"Seattle, WA",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319950,319500,304990,310000,320735,329950,330000,349794.5,349950,349900,349000,340000,320000,296000,309900,329000,340900,349992.5,359950,365000,360000,363444.5,364990,359950,354950,349950,349950,350000,369000,380000,394950,399000,395000,389900,390000,391157.5,389900,379000,375000,394950,415000,425000,439950,445000,445000,439000
"Minneapolis-St Paul, MN",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900,219362.5,210000,221475,229900,230000,239900,244900,244900,244900,246700,239900,239900,239900,244000,249900,249900,249900,256900,258995,259900,259900,259900,259900,259900,259900,264900,261222.5,269900,265000,266450,265900,265100,260000,264900,265000,269900,278700,284696,290000,289900,290000,295000,295000,294900,289900
"San Diego, CA",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,451500,458444,465000,475000,489000,459000,483500,499000,495000,489500,485000,485000,475000,479700,490000,524000,534800,549000,525000,555000,550000,559000,559900,564000,575000,569000,569000,569000,575000,579000,579000,585000,579000,579000,575000,572400,575000,579000,589000,595000,615000,625000,624000,624900,620000
"St. Louis, MO",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149500,150000,154900,154900,149990,149900,149900,148900,144900,143900,140000,145000,149900,152900,159000,158485,155900,154900,151900,149900,148000,144900,144900,149900,149900,154900,159000,159500,157500,154000,152900,149900,149900,147500,146455,149000,155000,164900,165000,165000,164000,160000,159900,159900,158900,154900,150000,155453,164900,172000,179900,184500,184000,179900
"Tampa, FL",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164990,165000,164900,169900,169900,172900,170000,167500,179000,179900,179900,179000,175000,169900,178900,184900,180000,179900,185000,189500,189900,199900,201990,203990,208900,2e+05,202990,204999,210000,215990,215000,215000,217000,214900,215000,219000,219900,219900,225000,229000,230000,239000,244000,244000,244500,240000
"Baltimore, MD",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,235000,229900,229000,239900,235000,234900,238000,245000,250000,260000,266990,265000,260000,263000,260000,249999,250000,249000,249900,259000,269000,272000,274900,269900,268000,269000,259900,250000,245900,240000,249900,250000,259000,263000,264000,258000,259500,259900,250000,249900,245000,245900,245000,254900,269000,275000,275000,274900,269000,269000,265000,264200,255000,250000,259900,275000,289900,295000,295000,290000,289000
"Denver, CO",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,309800,310000,322000,329000,335000,339000,345950,344950,345900,350000,357000,359000,374950,380000,379950,380000,389000,388997.5,385000,389000,385000,389000,388600,388625,394990,4e+05,4e+05,413900,415000,415000,410000,406450,4e+05,4e+05,399990,399900,399900,4e+05,419000,429000,437497.5,429000,429900,430000,429900
"Pittsburgh, PA",22,,,,,,,,,,,,,,,,,,,,116500,116450,125000,126803.5,129000,124900,125000,125000,129900,130000,130500,127500,124900,122900,121250,137000,135000,137900,144534.5,144999,149900,149900,149900,149000,145000,145000,139900,139900,139900,139900,139900,144900,150000,155000,154900,150000,149900,148000,154900,145000,139900,145000,149500,149900,155000,159900,159900,159900,155000,154900,154500,150000,149900,149900,142900,149900,154000,158900,159900,157900,154900,154900,150000,149900,149900,149000,149900,152500,159900,165000,167000,167000,164900
"Portland, OR",23,230000,229900,234900,234900,229900,232900,233000,230000,238000,215000,2e+05,199500,189900,194900,199900,189000,185000,184900,189900,199000,195000,190000,189900,184900,189000,194900,199900,206000,2e+05,209000,213000,224900,225000,235900,249000,249900,249900,250000,259900,269900,275000,280000,285000,284900,280000,280000,279500,275000,275000,279900,288954.5,292995,290000,299900,299950,299900,299000,295000,289990,285900,292500,299900,304900,314900,319900,324900,324900,324900,326000,329900,329950,329900,329900,330000,339890,349900,354970,359900,365000,365000,369782,369900,372500,374900,379900,385900,394997.5,399900,404900,410000,409900,404500
"Charlotte, NC",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,170000,179900,185000,190151,194999,195000,195000,193345,194000,195512.5,189900,189900,187777,189900,2e+05,208990,213000,213450,210000,209900,206990,2e+05,207620,204990,209900,216945,218515,225000,230000,234900,238000,235000,229900,237900,239000,232000,245000,249000,258695,258990,260000,265000,269990,264495,264900,265000,264012.5,269500,262000,264990,271200,285000,289000,289000,284999,280000
"Sacramento, CA",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313000,322000,325000,336014,349500,350000,359000,359900,359990,355945,358500,349900,340000,293000,344994.5,350000,359900,369000,369900,374990,374000,374900,370000,374978,375000,374900,377730,379000,389500,397000,399000,399000,399000,398894,395000,389950,389000,389900,390000,399000,410000,419000,414990,411990,409990,409000
"San Antonio, TX",26,159000,160000,160000,162525.5,164900,167790,165000,164500,169500,169000,161900,159900,159900,159900,159900,160000,166900,169700,168500,162500,155000,156701,154900,154900,156400,155460,158413,159118,159900,165000,163900,164900,164900,167064.5,179900,180000,182000,188997.5,192408.5,195403,198550,2e+05,2e+05,200461.5,205000,209907.5,208945,213990,213622,219900,223000,225950,234500,229000,228118.5,235990,233000,229900,229490,239500,242997.5,246500,244900,249990,250000,255990,259990,259900,261990,258990,259475,260990,260990,250000,257490,259062,259000,259872.5,259777,259000,253900,259990,259000,253500,254990,259900,269400,272965,271980,275000,275000,273500
"Orlando, FL",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,195000,195000,199600,2e+05,199900,199000,191000,209900,210000,212507.5,210000,210000,209000,209900,214990,214900,210000,215000,219900,220000,234900,234999,235000,238000,237900,239000,237900,244500,249000,239900,239900,245000,242000,247000,244900,240000,240490,250000,255000,259900,267000,269900,269900,272990,272962.5
"Cincinnati, OH",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,139400,139000,143900,142500,148500,147900,149577.5,144900,144900,145000,143900,139900,141000,144900,149900,159900,164900,172400,169900,167900,169900,168900,164900,161900,165000,169900,169900,170700,175000,174900,174900,174900,179900,174900,174876,169900,174900,169900,165620,175000,179900,179900,184900,179000,179900,179000,175000,174900,174500,175000,184900,189900,196990,199900,195000,199000
"Cleveland, OH",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,121400,122900,125000,129900,132300,135000,137900,135000,134000,129900,129500,125000,119999,124900,129900,132900,134900,135000,135000,135000,134500,131900,129900,129900,125000,127000,129900,135994.5,140000,144900,145000,144997,140000,139900,139900,136900,134900,134900,136900,144000,149900,155000,159900,159500,158000
"Kansas City, MO",30,149000,149950,154900,154900,150000,150000,149950,149900,153000,150000,148500,143505.5,139000,139000,137200,139900,142500,142500,140000,139500,136900,135000,130000,129000,129000,129900,134900,136000,134000,127500,121900,119000,115000,115000,134900,130000,130000,135000,140900,149850,150000,150000,150000,149900,148000,145000,139900,139000,135000,139000,146500,152000,158000,159900,158000,155000,154900,152900,149950,147500,148000,150000,170000,175000,177500,178884.5,175000,174000,173975,174900,174950,169500,173000,179000,187500,198900,199900,2e+05,199900,197000,195000,195000,196870,194900,194900,202300,216000,225000,225000,229500,227500,224500
"Las Vegas, NV",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,180000,179900,175000,178000,180000,185000,189000,190000,190000,199900,2e+05,2e+05,199900,199900,199900,209000,210000,215000,220000,220000,223999,224900,225000,225000,226778,226999,225000,224000,229000,230000,235900,239900,240000,244900,248000,249000,249900,249900,250000,257950,259990,265000,269888,274900,279000,279000
"Columbus, OH",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,138900,140000,147000,149900,152900,152900,152000,151000,152500,149900,149825,145900,149450,156900,159900,165000,169900,169900,169000,167200,166900,162900,159900,160000,167900,169900,175000,184900,185838.5,186945,184900,184900,180000,180995,174900,179840,183000,184900,193240,199000,199900,199900,196899.5,195000,194000,194000,189900,189900,192000,212020,219900,227500,229000,229000,226990
"Indianapolis, IN",33,129900,129900,130000,130000,130000,132500,130000,130000,135000,136900,135000,129995,129900,134555,134900,134900,135900,139775,139900,124500,119900,131990,129900,125000,129250,129900,129900,132000,133990,134900,134000,132500,129900,129900,134900,134900,133500,137790,139990,145000,147900,149900,149900,145000,145889,146900,144900,140000,139950,145000,151000,155000,159900,164000,160000,159900,159000,157500,155000,150000,154900,155000,159900,159900,164995,165000,164900,159900,164900,159900,159900,154900,159000,154900,157500,159900,165000,169000,169900,167900,168000,167000,165000,163990,163000,164900,174900,185000,194900,195000,199000,195000
"San Jose, CA",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665000,661000,659000,695000,709000,725000,740000,738000,728000,718000,719000,705000,697444,675000,698000,749900,788000,8e+05,828000,848000,840000,825000,825000,828356.5,807940,799950,806880,849000,898000,898888,899000,899000,895000,878440,879000,875000,849900,828888,819000,849950,899000,899000,925000,899999,908950,949000
"Austin, TX",35,199900,199900,199995,203643.5,205925,207000,2e+05,204900,214920,211300,212990,205000,199500,199000,195000,199500,199999,199574.5,199500,194999,187000,186900,187865.5,184900,185000,187000,192945,198000,198592,199900,199500,197990,195000,198730.5,223990,225000,228444,235612,239000,241500,245000,249900,249990,249500,250000,259500,259900,261116,268000,274400,279327.5,290000,297990,299000,294662.5,298995.5,296200,293012,286990,299750,299900,309231,312990,318000,320000,325000,322583,325000,325000,330990,329900,339990,334990,325439,329900,329000,329000,335900,330995,329900,329000,332997.5,329000,325000,325000,330000,336507.5,345000,346990,345925,344382,339900
"Virginia Beach, VA",36,238000,235900,238250,235000,234900,230000,229900,229000,229900,224900,219800,214900,210000,212500,209900,205000,210000,210000,209900,208138,209900,209900,205000,199900,199900,201000,209000,207900,209900,209900,205000,2e+05,195000,199900,215000,219000,219900,220000,223500,236000,229900,231900,231900,229800,232000,229900,225000,225000,228000,229900,235000,239900,240000,240000,240000,239900,239000,235000,233000,229999,234900,240000,240000,245000,245000,249000,245000,244900,243410,240000,239900,239900,244900,245000,245000,249000,249960,249900,249900,249900,249000,246900,244000,241742.5,245000,246977.5,249900,259000,259900,259900,259900,255000
"Nashville, TN",37,171500,174400,172000,172900,172650,169994.5,169900,169900,179900,179900,174900,169900,165000,161900,159999,163900,165990,165000,164500,160000,159000,157900,156900,152000,150000,154500,154900,159900,159900,159900,159900,157900,157900,159900,179900,179900,179900,185900,189900,194900,199900,199900,199900,199900,199999,202900,199900,199900,199900,205000,215000,219900,225000,224990,224900,224000,224900,229900,229800,234900,237450,245000,259900,260945,258900,260000,259900,259900,269700,269500,274700,274900,285945,279999.5,279900,289900,295000,296475,294900,289990,289900,289900,292900,293945,289900,296475,309900,324990,335000,335000,329900,329000
"Providence, RI",38,249900,264000,259900,259900,259900,259900,259900,263500,265000,259900,249900,249900,246950,243900,239000,229900,229900,229900,229900,229900,229900,229000,224900,219900,219900,219900,225000,229900,235000,239000,239000,239000,239900,239900,249000,244900,244900,248900,249000,256950,259900,262900,259900,259900,264250,259900,254900,258900,249900,259900,259900,267900,269900,269900,274900,269900,269900,265000,259900,259500,259000,259900,259900,268000,269900,277900,279900,279000,275000,274900,270000,269900,269000,265000,274900,279000,287500,289000,289900,287500,285000,284900,279900,275000,274900,279900,289000,299900,306900,309900,305000,299900
"Milwaukee, WI",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174900,171250,159900,162500,169900,179900,187950,194900,192900,195000,194900,189900,184500,179900,178000,184000,185900,194900,209900,205000,209900,208000,209900,2e+05,199700,192500,189900,189000,197150,209900,215900,221990,239900,235000,232000,229950,224900,224900,219900,225000,225000,224900,229900,234900,226900,224500
"Jacksonville, FL",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192990,192990,192500,199000,199990,206990,212900,213220,210357.5,211150,211900,209437.5,206990,2e+05,205000,209900,210000,215000,218000,219900,219000,220000,224110,219900,221000,222000,225000,224990,232000,239000,239900,240000,235000,232987.5,230000,229990,229000,226990,229900,237900,245000,250000,255000,254900,254900,250000
"Memphis, TN",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149500,148831.5,148400,139999,145000,149900,149500,150000,150000,149994.5,149500,145000,134900,134900,139000,139900,144900,148900,154900,158000,159000,149900,145100,145900,144900,139900,139000,137500,139900,149900,155000,159500,165000,164800,159900,159900,155900,149900,144900,147000,154976.5,164900,169000,169900,174900,170000
"Oklahoma City, OK",42,144950,147000,148900,147000,147000,146000,144900,142900,146000,144900,145000,144500,139000,134231.5,135000,134900,134000,131900,129900,127400,129900,127900,126000,125000,124900,125000,133459,130000,138900,139900,134500,131900,128900,129900,150000,150000,150591,154900,153000,155000,156925,159500,159400,159000,159900,160000,164900,165000,165000,167000,167000,171500,172500,170176,170000,172000,169900,168500,169999,169777,177779,179900,180000,187895,190000,192500,190000,189900,189995,189900,192900,194900,195000,195000,194897.5,194936,195000,196495,196219,195000,196248,194838,197511,203897.5,202852.5,201908,199900,201758.5,205000,204714.5,206508,2e+05
"Louisville-Jefferson County, KY",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,135000,136900,139900,140000,143000,143500,144500,139900,140000,141500,139900,139900,139000,139900,145000,149900,155000,154900,154900,154900,154900,154900,152500,150000,149900,157900,159900,164950,170000,169900,169850,167500,168000,167950,167900,165700,162500,164500,169000,178900,179900,182500,180000,179900,179900,177500,178999,174950,172000,179000,185000,199900,204900,2e+05,202000,2e+05
"Hartford, CT",44,,,239900,239900,239900,239900,239900,239900,239900,239900,239000,234900,229900,234000,233500,234900,235000,235000,230000,229000,224900,219900,219900,222361,219900,224900,229000,229900,234900,234900,229900,229900,229900,225000,226041,224900,224900,225000,229900,237500,239900,239900,239000,232500,229900,229900,225000,225000,224000,225000,229500,239000,239900,239900,239900,239900,239000,235000,229900,229900,229900,230000,239000,239900,245000,245000,245000,239900,239900,239900,239000,234000,229900,232000,237900,239900,249000,245000,242000,239900,239900,235900,236900,229900,229900,234900,239900,245900,249900,249900,249900,249900
"Richmond, VA",45,211000,210000,209950,209950,214500,212000,209900,204950,205000,199950,199500,189950,186900,184900,187900,181529,185000,185000,184900,182350,179900,179000,175000,169900,169900,169900,173000,174900,175000,177500,176500,174950,174000,179950,195000,195000,195000,199000,199950,209950,213990,217500,214950,211500,209992.5,208995,199950,199950,199950,207990,210000,215000,218525,219990,222000,219950,219000,219000,219000,210000,215000,219950,225000,231990,234950,239200,236500,239000,239900,239500,238990,240460,242500,239000,246410,250500,257700,259000,254900,250000,259000,250000,252900,259000,257990,264900,269500,275000,283787.5,282570,281995,279900
"New Orleans, LA",46,177800,175000,175900,175000,175000,173000,169900,169900,172000,168000,169000,165000,159000,155000,159000,154900,155600,147500,145000,145000,139000,130000,136900,138000,139000,139800,139900,139897,138550,139900,139500,139000,144900,147500,169000,168100,165050,168900,169900,178000,175000,177900,175000,170000,169900,169900,169900,169999,167900,169000,169900,175000,179000,179500,179000,179000,175000,175000,175900,175000,179000,180000,185000,188500,190000,191750,189900,189900,189900,189000,189000,190000,192500,199000,204900,219900,220000,225000,225000,220000,224500,225000,225000,226500,229000,218900,220000,229000,235000,239000,239000,235000
"Buffalo, NY",47,127000,129900,130000,129900,131600,130000,129900,129900,129900,129900,129900,129900,129800,129900,127250,125000,129900,132950,134500,130000,130000,134900,134900,124900,134900,134900,135000,139900,139900,139777,135000,137900,134900,129900,139900,139900,139900,139900,139900,140000,139900,142900,139900,139900,139900,139900,134900,130000,129900,134900,137900,139900,140000,149000,147500,140000,139900,139900,139900,132950,135000,139900,139900,144863,145000,149000,145000,144900,145000,142500,139900,135000,134900,134900,137900,139900,149900,149900,149250,145000,144900,140000,140000,139900,139900,139900,148500,152434.5,155000,159900,159900,159900
"Raleigh, NC",48,209000,209900,209900,209900,210000,209900,205000,209000,212185,208000,202000,2e+05,199500,194208,189900,189900,193000,198000,199000,194900,189900,189900,183900,179999,199000,199900,2e+05,199900,199900,197990,194600,194900,192500,193990,209900,209895,210122.5,215000,220000,224900,228000,232500,230000,229900,231995,234900,229900,230000,234900,237700,239900,237500,240000,240000,239900,240000,244800,244900,244900,240000,241945,247595,249900,255995,265000,269900,269594,269999,265000,268126,267044.5,265000,269899.5,269900,274900,275000,279000,277945,279900,280990,280000,282500,285000,288500,285000,295500,299900,306990,315000,312000,311034,313990
"Birmingham, AL",49,159900,160000,159900,159900,159900,159900,159450,158900,159900,154900,149900,145000,139900,144900,146900,149000,149900,149900,148100,142950,142500,142900,139900,139900,139900,140000,140000,129900,129900,144900,144900,144200,138900,139900,149900,149900,149900,154900,159850,159900,164900,165000,165000,164775,162000,159900,156900,159900,157950,160000,168000,170000,174900,177900,179000,174900,174500,169900,171900,163000,169000,169900,175000,179900,184900,182900,179100,177900,179900,174900,174000,174900,174200,169900,178000,184900,184900,186900,187525,183950,179900,179900,179900,179900,179900,187000,195000,202100,202500,2e+05,199900,199000
"Salt Lake City, UT",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,250000,258990,255000,249000,249250,249900,259900,265000,269900,269000,269800,269900,269800,259900,259900,269900,274900,279500,289900,295000,299900,299900,305000,3e+05,299900,299900,299000,299900,3e+05,311018.5,314500,325000,329900,329900,329000,319900,319000,319900,321950,319500,325000,331950,344186,344990,349900,349000,349900
"Rochester, NY",51,119900,124900,124900,124900,124900,119900,114900,114900,117900,115000,114900,109900,105000,119000,119900,119900,119900,119900,114500,99900,99900,99900,99900,95000,99900,109350,119900,121800,125000,125000,124900,124900,124900,119900,134900,134900,133700,139900,139900,144900,142500,140000,139900,139900,139500,139900,139000,136900,134900,134500,137500,139900,140000,142500,139900,137500,136900,134900,134900,124900,124900,128900,129900,129900,139000,139900,139900,134900,129900,129900,125950,124900,124450,124900,129900,139900,144900,148450,139900,139900,139900,135000,134900,132500,129900,129900,134900,139900,144900,149900,149900,148250
"Grand Rapids, MI",52,115900,119000,119000,119900,117500,115000,114900,115000,129000,124900,119900,119000,115000,115000,114900,114900,119900,124000,122900,122500,123900,123000,119900,114900,115000,115000,119900,122900,122900,123500,124500,122900,119900,120000,129900,129900,134900,135000,137900,139900,139989,145000,147850,144900,144900,139900,139900,135000,137875,140000,145949.5,149900,155000,155900,154900,154900,155000,149900,147500,144250,144900,149900,156000,159900,165000,169900,169900,169900,169900,167000,165000,164900,166025,169900,179900,189000,190000,194900,195000,193900,195900,193000,190000,197900,199900,209900,211900,219900,219900,220900,224900,224900
"Tucson, AZ",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,189900,189000,189500,189950,193744.5,195255,195960,195000,195000,197000,197500,192900,191900,192000,199000,199800,197500,199900,199500,194000,195000,195990,195900,195000,192400,194900,194900,197500,199000,199900,199900,199992.5,199900,199900,204150,207500,207089.5,209900,214950,216100,219000,220000,219000,219900,225000
"Urban Honolulu, HI",54,469000,465900,450000,450000,460000,465000,469000,5e+05,479000,450000,415000,399000,399900,369000,385000,369000,380000,389832.5,420000,448000,440000,449000,429000,433350,434000,430000,439900,446617,439000,419000,415000,415000,4e+05,399000,450000,450000,460000,475000,465200,475000,478000,458900,491900,499000,499000,495000,499000,509350,499000,510000,5e+05,5e+05,510000,510000,510000,520000,520000,510000,525000,538500,549000,550000,549000,544000,550000,565000,569000,580000,579000,585000,588000,590000,590000,535000,590000,599000,599000,622000,625000,625000,626999.5,624900,625000,625000,625000,614900,620000,637000,639000,645000,628000,625000
