"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Corsicana, TX",598,148750,152950,156250,155000,154950,159900,158250,154950,149900,149900,158250,149900,139500,139900,134450,136875,130250,137000,139000,129900,126500,148000,144450,148625,141900,158900,135000,138750,129900,129900,120000,129900,129900,139900,139900,142450,145000,140000,146250,142500,147125,147500,144900,139900,144000,145000,149450,149900,149900,154950,151250,147900,149200,153200,149900,147500,149500,149175,142300,149500,149700,143900,149750,162500,159900,158976,165000,166900,177450,169900,169900,165000,158900,159000,168200,169900,175000,175500,177950,185000,184950,169900,174900,160000,151690,153400,160000,175000,174750,167900,169900,169900
"Freeport, IL",599,109900,109000,109950,114950,111500,110500,111150,110000,109900,109450,107900,99900,97200,96000,94900,105000,105000,109900,109900,106900,105000,101400,99500,92900,98500,93200,94900,97999.5,99900,99500,98450,99500,95900,89900,92500,89900,89900,87950,88900,93449.5,95000,95900,95900,92500,90000,89900,89900,89900,89900,94900,98250,99000,99900,99900,99500,96400,94900,96900,94500,89900,89900,88900,92500,92500,98400,103900,104716.5,96000,94900,91000,87000,85000,85250,85950,89900,89900,92500,94900,91000,89900,89900,89900,89900,84900,84900,87500,84900,89900,96450,99700,92700,94700
"Burlington, IA",600,86500,95300,90900,99900,99900,98900,99900,104900,110000,109900,108000,99900,94900,108000,104700,96750,106000,104900,104700,99900,95900,98900,89900,86500,89500,89900,89900,93000,105000,108900,109000,103950,99900,99500,99900,95000,99900,99950,99975,112400,112400,107100,102500,99900,99500,99500,97592,99500,99000,103000,113900,120450,122400,134900,122400,119900,115900,115000,115000,114900,113900,112900,114900,118500,117500,109900,110000,116700,114950,114900,106000,98900,98900,99900,103700,110900,110000,115000,115000,115000,124500,119900,127900,129000,129900,129900,121500,127900,125000,119000,116900,114900
"Cadillac, MI",601,115000,114900,115000,114900,115000,114900,118450,117000,114900,108000,104900,99900,99000,94900,99500,99000,99900,99900,99900,108450,104900,99900,94900,89500,89000,89900,89900,89950,96000,99900,1e+05,1e+05,99250,98900,99900,99900,99700,99900,103900,107400,109900,109900,109000,109250,105000,99900,99900,95237.5,94900,95956,99500,1e+05,109900,114900,114900,115000,116950,114900,109700,99999.5,99900,99900,98500,99900,109949.5,110000,109949.5,109900,108450,1e+05,99900,105000,99900,107900,112250,118375,119900,129000,129000,125437.5,129900,129700,119000,117700,117900,119000,125000,129900,134000,139000,139900,134500
"Ardmore, OK",602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150318,162450,149900,159900,166500,159900,167250,167000,169500,170000,170000,159900,179900,189900,189950,191000,189450,183450,189000,189000,179900,156950,149900,149500,149900,152250,159900,159950,169900,169500,169900,176700,172900,165000,165000,165000,162000,162250,179650,179900,179200,179450,189900,179900,179950,177000
"Kendallville, IN",603,,,,,,,,,,,,,89900,99900,103750,119900,109900,109900,122900,123000,124900,119900,119500,109000,96850,94900,89900,94900,89900,89900,94900,97900,99500,89900,105900,105000,99900,99900,104250,109900,109900,109900,109900,109700,108450,113900,112500,109900,111075,119900,139900,132500,131200,133500,129900,128700,124900,124900,114949.5,119450,114900,124900,119900,119700,124950,125500,122000,119900,119900,119900,123875,119900,124900,116500,127700,129700,139900,139900,134950,129900,121900,124900,122450,125450,127500,129900,135950,131000,130900,129900,134000,124900
"Nogales, AZ",604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197250,194500,189000,190075,198000,199500,219900,219900,215000,219900,219800,214450,199900,227000,239000,219400,239000,240000,225000,229900,229900,229900,239000,244900,239500,244900,239900,229900,228000,233950,248000,240000,239000,229000,236750,239000,225000,228450,248000,238000,235250,225000,229500,236750,235000,235000
"Oxford, MS",605,209900,202000,199945,203250,199900,199900,198700,198400,199900,199000,197750,189900,189900,179900,179900,189000,189900,191500,197500,194900,199900,204900,199900,199700,194000,190000,199500,187000,189500,184949.5,184300,195500,199900,2e+05,199900,194500,195000,198000,195000,199900,196900,209000,205000,220000,225000,209900,209250,209900,189900,189900,198950,194900,194900,194900,201700,214900,213500,217037.5,234950,249950,239900,248900,249900,250000,259375,269950,269000,279000,279900,289700,279900,269250,269000,265000,258900,249000,239900,240000,239140,239900,268500,275000,295000,281250,261700,285000,269900,269900,279000,299450,315000,304950
"Bogalusa, LA",606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169307,169614,159500,165250,159500,167500,162257,170950,141000,139000,125000,127750,138900,129900,134900
"Plymouth, IN",607,,,,,,,,,,,,,,,,,,,,,,,,129900,124700,119500,125000,128000,129900,122450,127500,115900,112450,112000,129900,139900,139900,139900,142900,143500,140000,144900,154900,159900,154900,159000,149000,152400,149000,159900,159250,164800,165450,162000,149900,154450,150000,149900,149900,152000,160000,160000,159312.5,156850,152825,152500,154900,157000,154000,158700,154900,149900,149900,149900,149950,159900,161000,164500,159900,158900,157750,154950,156000,159900,155000,160000,159900,165000,174900,170950,170950,174900
"Gardnerville Ranchos, NV",608,323500,3e+05,299000,299900,309750,301500,299994.5,299900,310000,310000,289000,284749.5,279900,258000,249000,249000,252500,250000,264900,269000,279900,298500,299000,299000,313500,297900,315000,299000,315000,325000,349000,359450,354700,349000,354250,379450,389300,371750,375000,369500,374900,389000,399000,419000,432400,414000,445000,399900,399000,379450,377000,392500,399000,399000,419500,424500,397990,425000,434950,427450,425000,420000,425000,415500,420000,425000,422000,419900,419900,419000,432000,439800,425000,440000,425000,432250,430000,441950,449900,459000,477000,482450,499900,525000,499000,499900,487450,489500,489900,488500,499000,499500
"Tahlequah, OK",609,133000,134500,139900,139950,136400,138000,139900,139900,139900,139500,133124.5,129900,129700,125900,126250,127900,129900,129900,125900,128450,127900,126450,127900,129900,129900,127925,129900,128425,125000,129000,129900,127900,129900,124900,129900,129700,123900,133950,134450,135000,134900,134900,129900,129900,129900,129900,128250,124900,124500,125000,124900,124900,124900,124800,125000,125000,124800,129000,129900,125000,127500,126250,125000,112000,115000,115000,129900,128000,129900,129900,129450,130000,128000,129450,129950,132500,134900,133000,132500,129000,133000,130000,133000,134700,133000,129900,132000,128750,135000,135000,135000,135000
"Madisonville, KY",610,125900,125900,124400,119900,110950,112000,119250,110000,104900,99900,99500,97000,95450,89900,90000,89900,89700,89700,93000,99900,109900,107950,109900,114900,114950,114000,109900,109900,113450,114000,111000,119900,119900,109900,112900,119900,119400,109900,110450,109900,103450,109900,104950,108250,109950,119000,113700,110450,114900,111700,114950,125000,123750,119900,118750,115000,119900,119900,119900,119200,119900,119900,118500,114900,119900,125400,128900,124900,132000,129900,139825,129900,128000,124900,129900,129900,129900,129900,129900,129900,129900,129900,134900,135000,135450,134950,134900,133700,131950,133700,134950,134900
"Canon City, CO",611,185000,184950,179900,179000,174900,176900,174900,169900,169900,169900,169900,167500,165500,169000,163750,162000,162000,159900,149900,149900,149900,149700,159000,152850,145500,144900,144900,144950,154000,149900,149900,149900,149900,154200,156000,155000,153250,154400,149900,154900,153500,154900,159900,159950,166000,169117,168000,169900,169900,174900,174000,169900,174950,178500,178000,169900,169000,169000,169660,169800,177500,179750,182000,182500,179000,184900,180000,180000,179900,179950,189450,189000,184449.5,185000,189900,189900,199475,199900,194000,195000,194900,192750,189900,189000,195500,209000,214000,212950,219950,218873,220000,225000
"Ruston, LA",612,172500,162450,159900,149900,149250,150000,154900,150250,145000,146439,149500,149250,149500,150800,149000,148850,150750,152500,155000,155000,149900,145950,135250,129500,128700,115000,117500,129900,119000,129000,125000,131200,139000,140000,152500,137250,151000,155000,145000,139750,145000,149000,156950,149000,155000,159750,156500,168250,169950,165625,149900,154500,153000,158000,170000,179900,179900,180000,179900,179900,194000,199000,198250,197500,219700,227500,235000,2e+05,217000,219000,209900,209950,199900,216250,233000,229900,229900,244700,249500,254950,242750,203500,223500,262500,240000,234950,265079,258000,228700,250000,254500,262450
"Hillsdale, MI",613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,102900,109450,102700,105000,105000,109950,114900,114900,110950,106400,99900,95000,96000,99000,99900,114900,121900,121900,119000,114900,119000,124925,120000,113000,109900,114900,115000,117500,124900,127400,127000,127450,125000,119900,124900,118950,114900,115000,124650,124950,125000,124900,124500,123950,129900,129900,129900,129900,120000,128900,129749.5,129900,132500,134900,134000,134000
"Lewistown, PA",614,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,89900,89950,94900,89900,91000,90950,89900,96000,99900,105000,99900,99900,96450,94700,96949.5,99000,95449.5,95999,89900,89000,84900,83700,89000,82500,89900,89900,96450,99000,94000,94900,97500,99900,92250,94500,96750,104200,99900,106000,97000,97500,99500,99499.5,99925,99900,99700,95500,109900,114950,119450,115000,119500,119500,115000,112900,109900,99500,94950,99250,104500,109950,99900,109900,109200,99900,109900
"Rockingham, NC",615,89700,92450,92900,97450,92000,92900,95500,99900,107250,100900,98990,99900,92125,91125,87750,89900,92000,89900,93500,97500,93250,89900,89000,88450,84700,88750,85000,89775,92000,89900,90000,85000,84700,84900,89000,84900,79900,79900,80000,84500,87450,88000,88900,87000,89900,86000,89900,89900,89900,94900,99900,94950,89950,94950,94200,89900,93400,99900,99900,99000,98000,99900,109000,109450,104900,99900,99900,98000,99900,99250,98350,97500,89900,92700,99000,105000,110000,110000,110000,109900,111950,112900,113900,110000,110000,113900,114450,112750,108250,104000,102900,109900
"Ponca City, OK",616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,95000,89900,93500,95000,99000,101500,104900,105000,109450,104900,105000,109000,102450,109900,114500,115000,112000,110000,118000,118500,114900,115500,109000,99900,89900,95000,98899.5,109900,105450,109450,110000,110000,111000,110000,110000,107500,110000,106250,99949.5,99900,99000,101500,99900,104700,99900
"Blytheville, AR",617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74900,78900,79250,74900,79000,79900,79900,79900,81200,85900,85900,86000,80500,77000,80000,85000,89900,80000,89900,89700,89900,91963.5,96950,99450,96000,99950,108000,99900,99450,104950,97900,96950,99700,99000,94900,95000,94450,92500,89900,89900,89450,89900,89000,85000,85000,89900
"Red Wing, MN",618,167425,169900,166400,169900,169900,172200,169500,168700,169675,164900,159900,159900,169900,160450,164900,159950,155450,159875,159850,155000,158450,150000,161800,152425,149900,147000,149900,149875,144425,148850,152425,154900,147400,149950,160750,159500,148450,159900,165000,169000,169900,169500,166700,169250,159900,159875,159900,159850,150000,149950,167450,174900,175000,189362.5,179900,176500,184900,175500,175450,175950,178900,176950,179900,189250,189900,195000,196900,2e+05,206700,199950,189900,188450,189900,189900,189000,189700,194500,194000,209000,214900,209900,217500,198900,209900,209900,214900,217950,216900,215000,217950,209950,219950
"Shawano, WI",619,155600,155150,149900,144900,144900,139900,139900,130450,129900,134900,134900,134900,129900,134000,134500,134900,134900,132900,129900,131900,139900,139450,131200,126950,139900,139900,136000,129000,129900,128750,132900,129900,125450,124900,124900,119900,122800,120000,122800,124300,124900,124900,124900,129500,119900,119900,114900,114900,117200,118900,119900,119900,124900,129900,129900,129900,128900,128900,128950,124900,119900,129900,132450,135949.5,139900,139900,134999,139900,139500,139900,137200,136700,138900,135000,139000,138000,139900,138500,135000,139450,134999.5,134900,134999,129900,129900,131250,134900,139900,139900,134900,129900,137500
"Cedar City, UT",620,164900,159900,156500,160000,157500,154500,159900,159000,159900,157500,149900,148000,146000,139700,129000,129900,129999.5,139050,134900,119000,120450,120000,119900,110000,118450,109900,119900,109900,110000,114900,119947.5,119900,120500,135000,149450,149900,155000,149950,150000,149900,150000,149975,154950,151475,169000,149900,149000,150000,154950,165000,165000,170789.5,169900,173950,176000,169900,169950,168900,169900,165950,169900,169900,169900,174900,179900,184950,189900,188200,192000,198900,214000,215000,199900,194500,194500,189900,195000,206750,209000,210000,215000,209500,210000,215000,214950,214900,219900,218500,222000,220000,220000,224900
"Bedford, IN",621,,,,,,,,,,,,,,,,,,,,,,,80000,68000,69900,72500,75000,80000,84900,79900,75000,75900,79900,79900,92500,89900,89900,89900,90900,89900,94000,92500,94000,93700,97500,89900,88700,89900,91900,90000,97000,94900,94500,94500,95900,91900,93000,89900,91500,89900,89900,95750,94900,99900,96500,95000,95775,95000,97500,94950,98500,94450,98900,95250,94900,95000,90000,94900,90000,99900,99900,98400,91900,89900,89900,99900,104900,114900,114900,124900,124900,119900
"Gillette, WY",622,229450,225000,225950,224900,224950,218443.5,217950,219700,219900,219900,214950,213250,207250,190000,205000,205000,209900,214900,225000,220950,219900,210000,210000,209900,2e+05,2e+05,210000,210000,209000,209900,211700,214950,209900,209900,219500,219000,215000,219900,224900,225000,224900,224700,225000,223500,229500,219950,214900,222900,219900,233500,225000,228000,234900,234000,234900,237500,237700,239000,239350,239000,235000,224900,227900,235000,242400,239900,239900,239900,239900,239900,239900,240000,242500,244900,239900,235000,232425,228750,229000,227500,226000,221500,215000,209000,207000,2e+05,2e+05,207000,208750,208875,205000,208000
"Newport, OR",623,297000,297000,299000,289000,279999,279000,269900,274900,275000,269000,264500,259900,259900,252450,260000,257000,252450,250000,254000,254000,254900,249900,249000,238000,249000,245000,243450,239900,239000,239400,245000,249000,245000,249000,249900,249900,250000,250000,250000,263000,268750,266000,269000,269000,267000,268650,270000,269900,269000,260000,259000,260000,249900,250000,265000,265000,265000,265000,275000,267750,265000,279900,289000,277900,275000,275000,279000,285000,279750,285000,287500,279500,284900,274250,283000,289000,284900,287500,289000,289900,295000,295000,299000,296249.5,299000,299000,299000,299825,299949.5,309900,314949,319000
"Wapakoneta, OH",624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104900,109900,104900,104900,106900,106900,104950,105000,104950,109250,109900,105000,107700,107250,109900,112000,113900,116450,115000,114900,115900,114900,112400,114500,106000,106000,104900,112250,114950,119900,119900,119900,119900,122900,124900,122900,122450,123700,124700,124900,125000,128500,129900,127000,127000,125900,125000,127000,128200,128850,126350,126000,123250,128900,129900,129900,132900
"Huntingdon, PA",625,,,,,,,,,,,,,,,,,,189900,171950,171950,189900,199900,199900,190000,189900,182450,184900,199000,206573.5,214200,204900,199900,200950,199900,192450,192450,199900,199900,179900,161450,159900,169400,163950,159900,165000,139000,149900,149900,159950,157500,164000,159900,164900,163000,159900,159900,149900,149900,141950,132450,129900,139900,149900,149900,173950,182450,179000,149900,149000,152450,161700,149900,158500,158500,149900,169000,159900,161500,169900,143950,149900,149900,149900,139900,139000,139000,129900,126150,129900,144900,137500,141449.5
"Bellefontaine, OH",626,105000,115000,116450,119900,119900,119885,119900,119900,119900,117900,114900,109900,105000,114900,109964,109000,120000,124900,119900,115450,119900,121450,115000,113000,110000,115000,115000,111950,110000,109000,109900,109000,109700,108250,115700,110750,109000,104900,109900,112500,124900,124900,125000,121249.5,123900,128450,120000,124900,125000,123000,123000,125900,129900,127450,129900,125900,129900,129900,127000,125000,123750,119900,119900,125000,129500,129900,135950,134900,134900,128750,127450,125000,124650,124500,124900,129250,134900,139900,139900,139900,134900,144400,139900,137500,131500,136200,139900,139900,139900,149900,145950,139999.5
"McAlester, OK",627,119000,119000,115000,119000,124450,124900,109950,119000,114950,119000,129900,123900,119000,125000,124900,119900,120000,134700,126450,120000,119900,119900,119450,118000,115000,119000,124900,117500,124900,119000,124900,123200,119900,117000,119700,118000,119900,114500,114500,115500,116900,125000,125000,125000,123000,119900,116700,119900,119900,115900,115000,116000,119900,124200,119500,121700,122500,129500,125000,125000,125000,126000,129000,125000,119900,124500,125000,128000,128750,125000,129250,124700,123200,119000,124900,126750,134000,134450,130000,129900,125000,120750,122000,117500,120500,119900,123500,129000,129900,129000,129900,131200
"Blackfoot, ID",628,157950,155000,150000,144000,139900,139900,139900,140000,145000,139900,138500,132000,130000,125000,126000,129500,127450,129250,123900,129000,130000,129900,127500,124950,124950,125000,125000,125000,134900,134900,130000,130000,130000,132000,149900,149500,142000,140500,139900,139900,139950,140000,137700,139900,149000,132000,126900,129400,127900,129000,131000,137500,145000,149900,150000,145000,142450,149900,149900,136450,136000,140000,149500,144500,147500,139950,141950,139900,140500,139950,147000,147000,145200,139950,149949.5,150000,148950,158700,159500,155000,159700,159250,151500,159000,155000,155000,159000,169900,170000,155000,159000,149000
"Moultrie, GA",629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116950,115450,115000,109900,109000,110000,111250,114900,124949.5,119900,127900,124950,122000,119900,125900,129900,139900,148700,129900,138200,134900,129900,135000,135950
"Henderson, NC",630,152500,149900,150000,149900,141400,149900,149900,142700,129900,109900,109950,110450,104450,115000,110900,99900,110400,129900,125000,129900,133060,138400,139900,139900,139950,133450,140000,134950,135000,129900,129900,122900,117500,110000,129000,129450,119900,119450,119900,117900,120450,129400,121000,123500,123500,129850,119900,119000,114950,122900,121900,119900,115000,119900,115000,122500,119900,120000,139450,136900,134900,129900,129900,129900,149000,149250,150000,150000,144900,144450,139900,139900,139900,139900,144850,144800,139950,139950,159900,142500,149950,149900,139000,139450,129000,126400,139000,146500,150000,139999,145000,155269
"Coldwater, MI",631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,100750,104700,99900,1e+05,109950,123900,123950,129000,123900,115900,110500,111000,110000,109900,105000,103450,99950,99950,99900,104700,110000,111450,119000,114900,108500,109900,110000,113450,119000,124850,124900,123000,129900,126749.5,130000,127750,128700,124900,124900,119900,128700,129900,134950,139000,139900,140000
"Harrison, AR",632,139900,139900,139900,142950,144900,139900,143900,142000,149900,149900,149700,132250,129900,139900,135400,139000,134900,129900,134900,129900,129900,125800,125000,119900,129700,129990,135000,134000,132900,134900,139900,139000,134950,129900,129900,129900,130000,134900,135900,134950,129900,129900,129900,129900,129900,128750,129000,129000,128500,129000,127900,127600,129250,128800,129250,125250,122900,120000,124900,119900,123900,124900,129900,132999,139900,144950,133000,131500,129900,139900,139900,129900,123900,122950,129900,129900,129900,129900,131025,129900,129450,129900,129900,129900,135000,133900,144450,138000,143000,139900,145000,149500
"Rolla, MO",633,136900,138800,142500,139900,139900,139900,137950,137900,134900,132500,130000,129900,125000,124700,127200,129900,130000,134900,129000,129900,132900,134900,132900,130000,129900,129900,129900,132000,129900,124900,123900,129000,129900,129000,127700,127500,119900,122900,124900,124500,122500,129900,129900,129900,134900,134900,136250,139900,134950,139900,150000,150000,149900,144900,140000,139900,134999,134900,126900,127700,124900,129900,136900,144500,140000,136900,139900,139900,139700,139900,139900,135000,133900,130000,137500,134900,142000,139900,139900,129900,132450,134500,133400,134750,136425,134825,134825,133500,134750,129900,129900,125500
"Shelbyville, TN",634,119900,119900,119000,119900,119900,119900,124500,121900,129900,129900,129500,129500,119900,119900,115500,115000,115900,114900,115000,114900,114900,114500,110000,109900,108000,105000,109900,109900,106900,109900,117531.5,115000,115000,119900,129900,129900,129900,129500,129900,129500,127900,131500,124900,124950,130700,129900,129900,129900,139900,144900,154900,148700,149900,149900,149900,149900,148500,144900,145700,140000,146200,157940,168475,167950,165000,164500,161500,168000,161000,162000,140000,149900,149900,149900,164000,159900,169450,159900,159900,159900,164900,159900,164900,159900,162500,168500,169700,162950,169900,175000,184500,194400
"Duncan, OK",635,108000,109500,104900,92000,95000,110000,110950,104950,115000,118500,116950,115000,110950,105000,107900,110500,114000,110000,105000,99500,92450,90000,95000,107000,99700,99900,99949.5,108700,109500,105000,99500,104900,99250,98500,98250,98200,98200,97000,99900,99750,104900,109500,109900,115000,109250,109450,109900,94950,90950,89900,94250,98750,99500,94975,99500,95000,89900,88000,83950,87250,90950,97900,106950,109000,113450,112000,112000,110000,112000,115450,115000,112250,110000,107000,112750,111000,110000,112750,115900,109000,109000,109499.5,99500,99900,98500,91950,89950,92500,96000,92900,99000,1e+05
"Marion, NC",636,169000,164950,169900,165000,164900,169900,169900,176000,175250,178450,179000,177900,169900,169900,159900,149900,146450,149000,149900,159950,156650,159900,162200,159000,156000,149900,159000,144850,146900,149000,159900,149900,140950,149000,158500,157950,164900,169900,169900,169900,169900,174900,179900,179900,179900,179900,180000,179900,178000,177499.5,174900,174900,174900,179000,179900,180000,187500,184900,179900,180000,174900,159900,169950,179500,179900,189900,189700,189900,192500,189900,192500,179000,175000,175000,189900,199500,209450,213450,219000,217000,229000,229000,229450,229900,230000,229000,216500,243950,249000,249900,249900,249900
"Lewisburg, PA",637,195000,195000,198250,199900,219000,216700,209000,205000,199900,189900,184900,179000,177000,179000,175000,182250,184900,184900,179900,175000,179950,182500,184750,185000,180000,179000,179900,199000,209000,209900,199000,191400,184500,179900,189900,189900,195000,199000,199900,210000,234900,234900,237000,194900,194900,189900,189900,199000,186000,187500,189900,209900,219000,216450,207450,194900,197000,189900,197200,199000,199900,209900,219900,222400,219450,219500,220100,219900,219900,219900,220000,229900,235500,229900,229900,233450,230500,219900,219900,220000,219900,214900,210000,204750,209950,216400,220050,220100,225000,229900,231900,235000
"Thomasville, GA",638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,135900,139000,129900,129950,139475,139900,139900,132000,134950,130000,129950,131250,135000,143900,146500,144000,149900,154500,149900,139900,135200,149000,153950,153200,149900,149900,149900,154900,149900,144900,144900,139500,137250,139900,141400,139900,139900,139900,143950,149900,149900,149900,149900,149000,144900,146900,140500,144900,147500,148900,146900,159000,161400,165500,164900,165000
"Bemidji, MN",639,164900,164900,164900,167000,169000,169900,169900,169900,165000,159000,152400,149900,144900,145000,156900,164900,169900,164900,167900,164000,163950,164900,159900,149900,152900,149900,149900,159900,162000,161000,159900,159900,159000,154940,159900,159450,156500,149900,155900,164900,169900,169900,164900,164900,164900,159900,154900,155950,159000,163000,163000,164900,164900,167900,164900,159900,159900,153000,153000,149000,149900,149900,159900,169900,169400,169900,167500,165000,167500,162500,162500,156450,159900,169000,169900,169900,174900,174900,179800,189900,189900,189900,189900,189900,191900,205000,202450,199000,199000,195000,192500,189900
"Mount Sterling, KY",640,119250,116900,119000,119000,119000,119950,124500,121900,120250,120000,120250,115000,116000,119000,117900,119700,118000,119900,119900,119700,120000,119900,114950,115000,114900,1e+05,109000,109950,108000,105750,108500,107000,108000,109000,110000,109700,114900,109950,111700,110000,112500,111000,114700,107000,109000,109250,99900,105000,105000,109000,108000,109900,109900,112500,110500,110000,110000,115000,109700,105000,109900,114450,112000,114500,115000,119000,119250,119250,117750,118950,116450,115000,117500,116450,109700,114900,118000,119250,124900,124950,124250,119900,118000,119500,125000,122950,124900,124000,121000,117000,118900,119000
"Ottumwa, IA",641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84900,89500,90450,99750,109900,102500,109450,94500,92000,89900,85000,83000,84250,83000,85000,82250,89900,89900,89900,92500,94000,99900,99900,99825,92000,95000,98750,98500,99900,99900,99900
"Menomonie, WI",642,,,,,,,,,,,,,,,,158500,159000,156000,151787.5,149950,149900,149900,149900,149900,139900,132000,135000,139950,139900,139900,135000,134900,135250,134900,139900,141950,134900,129900,144450,149900,155000,154900,149900,149900,149900,149450,149900,141450,139900,139900,144500,149900,149900,150000,153850,155500,165000,162500,164950,149900,144900,149900,154900,155000,158000,158450,159900,155000,150000,149900,145900,145000,144900,142450,149900,155000,159900,164900,164900,159900,156250,154950,156900,158000,159000,159000,165000,169900,177750,185000,189000,184900
"Rock Springs, WY",643,192400,189450,174900,171450,169900,172500,178700,169900,164900,169000,165000,165000,164950,159900,179900,181000,189900,204900,199900,195250,189900,206000,209400,214900,209900,207000,205950,214950,215000,216000,208000,209900,205000,199949.5,205000,199900,199000,205500,199000,205450,205000,205000,205000,209900,208000,204950,205000,197457.5,189999,189999,203450,219250,219900,219912.5,229900,230900,238950,235000,229900,254950,249950,229900,229500,223500,219900,219950,224950,229500,233900,241500,237450,222400,219000,221950,219000,229900,214500,223500,216000,210000,205000,210000,210000,231200,233000,229500,229900,238000,248450,254450,250000,245000
"Bucyrus, OH",644,67900,69900,69900,72000,75750,74200,69900,73900,72000,74900,69900,68000,68000,69900,65000,64900,65000,68900,68000,65000,68900,64900,59900,59900,59700,59500,54950,59900,62950,59900,63195,66400,62500,59900,69900,69900,69900,69000,65900,66500,69900,69900,72800,69900,69900,69900,65900,69900,69900,69900,79700,71350,69900,75900,78450,75000,74900,75000,74900,73900,69900,69900,69900,69900,74900,78500,79000,75000,74900,69950,69900,67950,64900,64900,64900,67900,69900,69900,69900,66900,67250,67000,67250,68150,72000,69900,65900,69500,74150,72250,74900,72000
"Bradford, PA",645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,93500,92450,92450,99000,99500,99900,109000,99900,103000,107000,119000,118000,118000,118000,114900,117500,113700,117000,119000,114900,114000,102500,105000,99000,99000,99000,99000,99900,99900,90000,96750
"Bardstown, KY",646,127400,124900,138900,139500,138900,136700,139000,138200,134900,132400,135000,129900,129900,133900,129900,129900,128000,125000,124900,124900,125000,122825,124900,119900,121450,119900,121900,121450,134900,134900,134900,134900,134900,127900,129950,129900,129900,129900,130000,136900,135950,139900,135000,134900,139000,132725,134450,134950,129900,129900,129900,137500,141400,139900,142500,144900,148350,144950,149900,148900,141500,144900,142950,144550,141900,144900,140000,141900,139900,139900,136900,139900,139900,142900,147500,148449.5,147900,156000,159000,160950,166400,169900,169900,171247.5,169900,166250,166250,171999.5,169900,170000,179900,183700
"Cornelia, GA",647,153450,157200,156900,159900,159900,163900,159900,169900,164450,159900,139900,144500,149900,149500,149800,150000,159500,149900,144700,133450,134900,137500,137700,134500,120000,129250,128900,124900,118900,115450,114250,110000,114900,119900,139900,139950,139950,142000,139950,139900,139950,148000,149900,156450,154900,159900,159900,157200,154900,154500,156200,168400,162500,168450,171900,179000,169900,169900,164999,169450,161000,159950,162000,159900,152900,154950,154900,152000,155000,159900,159900,164900,159900,154900,149900,155000,164000,169900,179900,184950,182700,179900,184950,179900,189000,179900,179900,184900,189900,189900,196750,195000
"Burley, ID",648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121450,124900,130000,130000,141000,145000,148450,152450,158500,164450,157400,149000,155000,147000,144750,149900,145000,155500,154900,155500,157000,167250,164950,165000,169000,145000,144997.5,145000,149900,145000,145000,149900,167500,179900,175900,174900,165000,164750,163500,162500,159000,159000,175000,169750,168500,178700,177500
"Greenwood, MS",649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,105000,104850,99200,110000,110000,104900,101000,96170,99500,99500,95750,96000
